Date,Open,High,Low,Close,Volume
2024-02-13,184.26685928046126,184.70330147289806,182.02513622573113,183.54275512695312,56529500
2024-02-14,183.8204888809099,184.02878118831165,180.96378758253468,182.65994262695312,54630500
2024-02-15,182.06479474492625,182.99719108766072,179.8825992332856,182.37228393554688,65434500
2024-02-16,181.9358425720657,183.3542794985624,180.20000281806102,180.83482360839844,49752500
2024-02-20,180.31904659124555,180.95386745060242,178.54353696650966,180.09091186523438,53665600
2024-02-21,180.46785747722194,181.41016764298323,179.19821564929268,180.84478759765625,41371400
2024-02-22,181.99537582737872,183.463411373256,180.98364000764028,182.878173828125,52292200
2024-02-23,183.51297897874218,183.54273502175582,180.7554746671187,181.0431365966797,45119700
2024-02-26,180.7654158601022,181.28119739799624,179.18826979539264,179.69415283203125,40867400
2024-02-27,179.63461828889808,182.43179212202116,178.10707086865912,181.15223693847656,54318900
2024-02-28,181.03321827875988,181.6382830805114,178.67248629654023,179.95204162597656,48953900
2024-02-29,179.80327228471162,181.09275646398507,178.07734590919267,179.2874755859375,136682600
2024-03-01,178.0971730296413,179.06923911535185,175.94473341504965,178.20628356933594,73563100
2024-03-04,174.72465821330945,175.46858951163802,172.38375378915603,173.68316650390625,81510100
2024-03-05,169.37829007310003,170.6479317427376,168.24751498810025,168.74346923828125,95132400
2024-03-06,169.67587669286206,169.85442810491517,167.31512946505867,167.75157165527344,68587700
2024-03-07,167.78130279152694,169.34851990765398,167.12665473872153,167.6325225830078,71765100
2024-03-08,167.63254371875993,172.29451084245372,167.5730316278488,169.34854125976562,76267000
2024-03-11,171.54065314121274,172.9690037589795,170.65785520874886,171.35218811035156,60139500
2024-03-12,171.74896885963832,172.62185327512867,169.62628505087014,171.8283233642578,59825400
2024-03-13,171.3720295685671,171.78862930722158,169.3782838692582,169.74530029296875,52488700
2024-03-14,171.5108905650266,172.89955631533712,170.65784870831544,171.60015869140625,72913500
2024-03-15,169.78497182252738,171.22323608398438,168.91208752136302,171.22323608398438,121752700
2024-03-18,174.1493830977455,176.27206668827822,172.11596763998543,172.31434631347656,75604200
2024-03-19,172.92931675607417,175.18095319129145,171.62991909909198,174.65524291992188,55215200
2024-03-20,174.29816190798687,177.2242889404297,173.67325471299228,177.2242889404297,53423100
2024-03-21,175.61741650508932,176.05385870042272,169.45765758517675,169.98336791992188,106181300
2024-03-22,170.3702201223851,171.64979072547655,168.6839784855534,170.88601684570312,71160100
2024-03-25,169.18985713490977,170.54876707334867,168.0789092110998,169.46759033203125,54288300
2024-03-26,168.62443878704727,170.0329469889122,168.20783904863555,168.3367919921875,57388400
2024-03-27,169.03114031499092,172.19533102381604,168.73356472173438,171.9076690673828,60273300
2024-03-28,170.36028779920613,170.83639964948821,169.13031578937776,170.09246826171875,65672700
2024-04-01,169.80482284392966,169.86433493378763,168.1086526063626,168.65420532226562,46240500
2024-04-02,167.71189467068976,167.96978543762384,166.86876637308836,167.4738311767578,49329500
2024-04-03,167.4242255584593,169.29893197888933,167.21593325359058,168.2772674560547,47691700
2024-04-04,168.91207088207483,170.52888638010077,167.4539794921875,167.4539794921875,53704400
2024-04-05,168.2177383421046,169.01126807227428,167.58291758503302,168.20782470703125,42104800
2024-04-08,167.66228381393842,167.83090643391947,166.87868279928273,167.08697509765625,37425500
2024-04-09,167.33495148030394,168.70378997636425,166.98779260608748,168.29710388183594,42373800
2024-04-10,167.4341446269544,167.7217914097351,165.7578169724605,166.42239379882812,49709300
2024-04-11,166.97787330186227,174.040272115757,166.7993370367697,173.6236572265625,91070300
2024-04-12,172.8499658132502,176.91679662448954,172.80038249764078,175.12144470214844,101670900
2024-04-15,173.94107267383276,175.20080068867838,171.10421379905583,171.2926788330078,73531800
2024-04-16,170.360294137519,172.35402488220237,166.9084566077323,168.0094757080078,73711200
2024-04-17,168.2375982616629,169.26917642354965,166.640625,166.640625,50901200
2024-04-18,166.67037984876308,167.27544462394533,165.20235954360626,165.68838500976562,43122900
2024-04-19,164.86513304300607,165.05358296102196,162.75236290762146,163.6649169921875,68149400
2024-04-22,164.18068981978783,165.9066008250168,163.4367584871004,164.4980926513672,48116400
2024-04-23,164.01206877643943,165.69831011966792,163.58554027123327,165.5495147705078,49537800
2024-04-24,165.19244539313124,167.93012271313196,164.86512888648411,167.6523895263672,48251800
2024-04-25,168.15826264272923,169.22952573993217,166.7894239404159,168.51535034179688,50558300
2024-04-26,168.50540819041237,169.95358601606148,167.81106018420974,167.9300994873047,44838400
2024-04-29,171.9671774185786,174.60565774723543,171.69937301226366,172.09613037109375,68169400
2024-04-30,171.92752335282844,173.57409529864353,168.62446582369017,168.95179748535156,65934800
2024-05-01,168.20783263565716,171.31251085120192,167.74163446478235,167.9300994873047,50383100
2024-05-02,171.1141167118999,172.01675700988142,169.50722990892024,171.62991333007812,94214900
2024-05-03,185.13972451400554,185.48689856009224,181.18201909229816,181.8961944580078,163224100
2024-05-06,180.87450583987064,182.70952732957792,178.96011472526732,180.23968505859375,78569700
2024-05-07,181.96559437964424,183.4038585438568,179.85283976309742,180.92408752441406,77305800
2024-05-08,181.3704783401059,181.58869942461462,179.9817973354757,181.26136779785156,45057100
2024-05-09,181.0828227285221,183.16583674066726,180.63646690744054,183.07656860351562,48983000
2024-05-10,183.6526350835399,183.84135574437508,180.9013327671207,181.81512451171875,50759500
2024-05-13,184.18898588060125,185.83779081511702,183.3745104951717,185.0233154296875,72044800
2024-05-14,186.24503525163803,187.029714327999,185.0332642686859,186.1655731201172,52393600
2024-05-15,186.6423374407049,189.36384333151435,186.1059718662387,188.44012451171875,70400000
2024-05-16,189.1850657006259,189.81082048816586,188.3805324914181,188.55931091308594,52845200
2024-05-17,188.23153932133224,189.52277241007562,187.90376371878457,188.589111328125,41282900
2024-05-20,188.052749878466,190.62527366658756,187.73490137733788,189.75120544433594,44361300
2024-05-21,189.80088903544183,191.42982486744873,189.63203768676544,191.05239868164062,42309400
2024-05-22,190.97293553544338,191.51922822288097,188.9864276944718,189.61216735839844,34648500
2024-05-23,189.6916095055364,189.71147882549133,185.3709645001415,185.61927795410156,51005900
2024-05-24,187.5462164631898,189.29433794369746,186.77146444562422,188.69837951660156,36327000
2024-05-28,190.21804799663707,191.69800175645932,187.82431762786635,188.70831298828125,52280100
2024-05-29,188.33086600869876,190.95305560689752,188.2315345598267,189.0062713623047,53068000
2024-05-30,189.47310363654154,190.88352231957748,189.34399093884022,189.99952697753906,49889100
2024-05-31,190.1485307236603,191.2709124904654,188.62885345568,190.95306396484375,75158300
2024-06-03,191.5986723140291,193.67458449503022,191.22124613590765,192.72105407714844,50080500
2024-06-04,193.32693160548868,194.0023521144802,191.72779227719917,193.0388946533203,47471400
2024-06-05,194.0818144537235,195.571695368637,193.55539107625557,194.54864501953125,54156800
2024-06-06,194.36987376952155,195.1744070683784,192.86012347629529,193.16802978515625,41181800
2024-06-07,193.33684312674475,195.61140278095115,192.830289152661,195.56173706054688,53103900
2024-06-10,195.57168290202756,195.96899354752293,190.8537269722117,191.8171844482422,97010200
2024-06-11,192.34360572370616,205.762475197422,192.32375155853347,205.75253295898438,172373300
2024-06-12,205.97103997359795,218.7144883134223,205.50420946534445,211.63259887695312,198134300
2024-06-13,213.29133517221976,215.28776993558532,210.17251871917932,212.79470825195312,97862700
2024-06-14,212.40734441299963,213.71843162956222,209.874544034183,211.0565185546875,70122700
2024-06-17,211.93058723086708,217.4729460060793,211.28497823555003,215.2083282470703,93728300
2024-06-18,216.1221165738588,217.15510913678148,211.56308472355843,212.84437561035156,79943300
2024-06-20,212.48680152632818,212.79472296910444,207.4410850045998,208.26547241210938,86172500
2024-06-21,208.97067049292605,210.4605512222798,205.71279917720716,206.09024047851562,241805100
2024-06-24,206.3187055335118,211.2651058128792,205.19632375372012,206.73587036132812,80727000
2024-06-25,207.73903864641352,209.95400566525086,207.20268823087267,207.6595916748047,55549700
2024-06-26,210.07320698316605,213.41054080672134,209.2190079939271,211.8114013671875,66213200
2024-06-27,213.24168634094727,214.28460598729217,210.91747580739147,212.65567016601562,49772700
2024-06-28,214.31437813701,214.61235731022026,208.88127860134253,209.19911193847656,82542700
2024-07-01,210.65921399467373,216.0426482623776,210.4903626519942,215.28778076171875,60402900
2024-07-02,214.6918109818244,218.89328562800327,213.6489065767971,218.78402709960938,58046200
2024-07-03,218.51584293427166,220.05538940429688,217.55238550522975,220.05538940429688,37369800
2024-07-05,220.15473164881905,224.9223536333555,220.15473164881905,224.81309509277344,60412400
2024-07-08,225.55802531049062,226.31290797690275,221.7439339584199,226.28311157226562,59085900
2024-07-09,226.39235814584333,227.85244261706796,224.84288445944628,227.13729858398438,48076100
2024-07-10,227.75312751683794,231.50762613234983,227.70346178953022,231.40829467773438,62627700
2024-07-11,229.82902744909742,230.82228138425162,224.24694518340354,226.03480529785156,64710600
2024-07-12,227.37567478656334,231.07058040656065,227.13728840093884,228.9847412109375,53046500
2024-07-15,234.88468027763452,235.62962070976812,231.5175501306247,232.81871032714844,62631300
2024-07-16,233.41466404542834,234.67610072880163,230.76267797901863,233.2358856201172,43234300
2024-07-17,227.90209958898402,229.8985495862513,225.11105861290636,227.33595275878906,57345900
2024-07-18,228.7265030667722,228.88542732552744,220.7705449165008,222.6676483154297,66034600
2024-07-19,223.30333735062962,225.2699757257536,221.7737179376491,222.79676818847656,49151500
2024-07-22,225.47855462210336,226.24336434241772,221.58500128681854,222.4491424560547,48201800
2024-07-23,222.85638350906987,225.40905343076804,221.17778191166562,223.4920654296875,39960300
2024-07-24,222.48886176091068,223.28346786979841,215.66521268088363,217.06568908691406,61777600
2024-07-25,217.45306951901438,219.36013034825794,213.17214762576046,216.02279663085938,51391200
2024-07-26,217.22463751115632,218.00931662499272,214.55278194008886,216.48963928222656,41601300
2024-07-29,215.49636696784094,217.82057739339885,214.2945231128628,216.76773071289062,36311800
2024-07-30,217.71132777069818,218.84363662609175,214.6620309808042,217.32395935058594,41643800
2024-07-31,219.94613576688096,222.31008478832948,219.14160257039833,220.58181762695312,50036300
2024-08-01,222.8563517781312,222.9656103031114,215.555945391783,216.88690185546875,62501000
2024-08-02,217.6715683981697,224.07806765618477,216.24129562954897,218.3767852783203,105568600
2024-08-05,197.74691336614487,212.0597055615941,194.6777624827749,207.85824584960938,119548600
2024-08-06,203.91502798694503,208.5733911865651,199.7135682482994,205.83200073242188,69660500
2024-08-07,205.5042262843129,212.19876304064402,204.99767225034321,208.404541015625,63516400
2024-08-08,211.67235443417223,212.75499762550604,207.42122864939222,211.87100219726562,47161100
2024-08-09,210.66914912089348,215.317569896599,210.54002126961797,214.78121948242188,42201600
2024-08-12,214.8607709437837,218.28150622882862,214.39340008618356,216.31259155273438,38028100
2024-08-13,217.7843155173404,220.64820259017597,217.7843155173404,220.03167724609375,44155300
2024-08-14,219.33561365974072,221.78183806687042,218.4704721927748,220.4791717529297,41960600
2024-08-15,223.34303300242357,224.0888356302054,221.51331902381992,223.4623565673828,46414000
2024-08-16,222.66684293368954,225.56056092969672,222.39834972442236,224.78492736816406,44340200
2024-08-19,224.45676193958974,224.7252551363764,221.79175263729985,224.6258087158203,40687800
2024-08-20,224.50649118022673,225.89865006504533,224.18827476461456,225.24234008789062,30299000
2024-08-21,225.25230383574092,226.70412456960102,223.7905293550798,225.13296508789062,34765500
2024-08-22,226.51518775043243,227.06211276120644,222.6469583809866,223.2734375,43695300
2024-08-23,224.39710671028325,226.9427773475752,223.07454817990703,225.57049560546875,38677300
2024-08-26,225.49095216733542,226.00804628168004,222.6370187250734,225.90859985351562,30602200
2024-08-27,224.73520717839608,227.5692634267734,223.63141860700006,226.75384521484375,35934600
2024-08-28,226.6444476309267,228.57359288043327,224.41697829182954,225.2224578857422,38052200
2024-08-29,228.81226038667728,231.61647047641185,227.59908685526068,228.5039825439453,51906300
2024-08-30,228.90175696593346,229.11057321557684,226.2069166530855,227.71841430664062,52990800
2024-09-03,227.27093626472063,227.71841483123856,219.9322331496077,221.52328491210938,50190600
2024-09-04,220.41947805942777,220.53880162102288,216.26286364094776,219.614013671875,43840200
2024-09-05,220.38968006999326,224.2181249188319,220.28029506440387,221.13548278808594,36615400
2024-09-06,222.69668624975694,223.97947540850993,218.5400864277892,219.58421325683594,48423000
2024-09-09,219.58419811845144,220.03167667908036,215.49719894103853,219.67369079589844,67180000
2024-09-10,217.69483113354613,220.2405018848782,215.517084853391,218.878173828125,51591000
2024-09-11,220.22061344649163,221.8414808899648,216.670585544778,221.4138946533203,44587100
2024-09-12,221.25479170284098,222.29891847364556,218.5897974500539,221.52328491210938,37455600
2024-09-13,222.32874892129448,222.78616606005667,220.66809680320824,221.25479125976562,36766600
2024-09-16,215.32814508742544,216.00434741371936,212.72281255665072,215.10939025878906,59357400
2024-09-17,214.54256344637628,215.6861214463737,213.2995590231644,215.5767364501953,45519300
2024-09-18,216.33249894497217,221.46362499015893,216.322545198334,219.45492553710938,59894900
2024-09-19,223.7308512841788,228.53382206057998,223.37286541347208,227.58912658691406,66781300
2024-09-20,228.68298057338347,231.78551472560144,226.34612621296694,226.92288208007812,318679900
2024-09-23,226.06771724362264,228.16590950652684,224.54628090601008,225.2025909423828,54146000
2024-09-24,227.37036953161189,228.06646416724695,224.4667129366972,226.0975341796875,43556100
2024-09-25,223.6711754067507,226.01796830972677,222.76627973963284,225.10311889648438,42308700
2024-09-26,226.02793410267134,227.22121534991766,224.14851196557498,226.2467041015625,36636700
2024-09-27,227.18146154316054,228.2355269704417,226.02794968283968,226.51519775390625,34026000
2024-09-30,228.75260351180964,231.696044921875,228.36478670449856,231.696044921875,54541900
2024-10-01,228.2355040411627,228.36476618305377,222.4878528116685,224.94403076171875,63285000
2024-10-02,224.62581519597003,226.09752818761766,221.771881889721,225.51083374023438,32880600
2024-10-03,223.88001079844628,225.5406628776434,222.0702042586661,224.40704345703125,34044200
2024-10-04,226.6245660168141,226.72401244250622,222.87567550784985,225.53073120117188,37245100
2024-10-07,223.24361256318196,224.42695529805295,220.09135491038006,220.4493408203125,39505400
2024-10-08,223.0447257693685,224.71531649859696,222.00059897690352,224.50650024414062,31855700
2024-10-09,223.96950943919006,228.46421777631028,223.57175408478048,228.25538635253906,33591100
2024-10-10,226.50525089558744,228.21562630222516,225.89866409237993,227.75819396972656,28183500
2024-10-11,228.0167412789572,228.12612627842185,226.0677036085129,226.2765350341797,31759200
2024-10-14,227.42008369962844,230.43312517401645,227.32065245091678,230.0055389404297,39882100
2024-10-15,232.3026279543652,236.1609188169062,231.06956201546166,232.54129028320312,64751400
2024-10-16,230.30386376880503,230.8209426799016,228.55370384388218,230.48284912109375,34082200
2024-10-17,232.12361966628396,232.5412825211578,229.22991678936268,230.8507843017578,32993800
2024-10-18,234.8582339303053,234.8582339303053,232.70037994861724,233.68484497070312,46431500
2024-10-21,233.13791711516282,235.52449481958178,233.13791711516282,235.15655517578125,36254500
2024-10-22,232.58103244918055,234.8979944094582,231.29825861907142,234.54000854492188,38846600
2024-10-23,232.7700095738542,233.8240750212742,226.48537118587697,229.4685821533203,52287000
2024-10-24,228.69292294524882,229.52823345451665,227.131717270346,229.27963256835938,31109500
2024-10-25,228.45427709115,231.91479719738325,228.28523030841902,230.11492919921875,38802300
2024-10-28,232.01424158684446,233.41633904858514,231.24854661133642,232.09378051757812,36087100
2024-10-29,231.7954872619061,233.01859945208068,231.01985366097637,232.36228942871094,35417200
2024-10-30,231.30820323038637,232.1633908639167,228.26533088908346,228.812255859375,47070900
2024-10-31,228.05650301771783,228.5437662121666,224.10871977089283,224.6457061767578,64370100
2024-11-01,219.7333456007168,224.08883784550613,219.03726617591775,221.66249084472656,65276700
2024-11-04,219.75323643771605,221.54315061130296,218.4804011628397,220.76751708984375,44944500
2024-11-05,220.55871830266648,222.6966799421733,219.90240829460964,222.19947814941406,28111300
2024-11-06,221.36415627152132,224.8047989417024,219.95210516998125,221.47354125976562,54561100
2024-11-07,223.37286824297072,226.60467969295215,223.31320645932942,226.2069091796875,42137700
2024-11-08,226.1471868576639,227.63048374280507,225.39061415381417,225.93814086914062,38328800
2024-11-11,223.98696589218596,224.68381119249955,220.50272420052974,223.22042846679688,42005600
2024-11-12,223.53899499841924,224.5743058460154,222.354350392842,223.22042846679688,40398300
2024-11-13,223.00141185159572,225.62952490733255,221.75703985190805,224.10641479492188,48566200
2024-11-14,224.0068849307252,227.83954176018094,223.9869707245471,227.19247436523438,44923900
2024-11-15,225.38064426033654,225.89830725108274,223.26024476090137,223.98695373535156,47923700
2024-11-18,224.23582987715278,228.70561947942855,224.1561882479486,226.9933624267578,44633700
2024-11-19,225.95804731142948,229.123737666772,225.63949596937007,227.252197265625,36211800
2024-11-20,227.0331781982001,228.89475383274825,224.8729502483013,227.9689483642578,35169600
2024-11-21,227.8494991340082,229.1237348668511,224.69377351516385,227.49111938476562,42108300
2024-11-22,227.03318893672346,229.6812162999479,227.03318893672346,228.8350372314453,38168300
2024-11-25,230.41787789282506,232.19981188776785,228.70562083004268,231.82151794433594,90152800
2024-11-26,232.2794717613211,234.50939199708804,232.2794717613211,234.00167846679688,45986200
2024-11-27,233.41431778082386,234.6288260383393,232.75728573526553,233.8722381591797,33498400
2024-11-29,233.75280101667178,236.73929396987336,232.91658663539664,236.26145935058594,28481400
2024-12-02,236.20171450499868,239.70585504150458,236.0922091638524,238.51126098632812,48137100
2024-12-03,238.73028547870095,241.66700046466846,237.82437898500294,241.5574951171875,38861000
2024-12-04,241.7765092325954,243.01093178619982,240.16380790150487,241.91587829589844,44383900
2024-12-05,242.8914746561807,243.43898620611924,241.03984843814553,241.94573974609375,40033900
2024-12-06,241.81633519239523,243.5285923470879,240.99007032901886,241.74664306640625,36870600
2024-12-09,240.74119161135067,246.12683738886614,240.6615499788263,245.6390380859375,44649200
2024-12-10,245.7783914922151,247.09245556004478,244.23536723926503,246.65443420410156,36914800
2024-12-11,246.84360125039836,249.67081089954078,245.15124311202538,245.38021850585938,45205800
2024-12-12,245.77839247075497,247.62006903646127,244.57383373711528,246.8435821533203,32777500
2024-12-13,246.70423080565516,248.16759835190283,245.13134272203925,247.01283264160156,33155300
2024-12-16,246.87345818165343,250.2481944775453,246.53497744922532,249.9097137451172,51694800
2024-12-17,248.95404406138837,252.68716009783537,248.655391740455,252.33872985839844,51356400
2024-12-18,251.02467749046986,253.13512753347695,246.62457993830327,246.9331817626953,56774100
2024-12-19,246.3856613682502,250.86540066585474,245.97750369773615,248.66534423828125,60882300
2024-12-20,246.92320588947405,253.8518755287198,244.58379575845774,253.34417724609375,147495300
2024-12-23,253.62293295259332,254.49896052911285,252.30886880268173,254.1206817626953,40858800
2024-12-24,254.3396705835317,257.0474099027653,254.14055892454206,257.0374755859375,23234700
2024-12-26,257.0275101814573,258.9289141129315,256.47003399402934,257.853759765625,27237100
2024-12-27,256.6691137206059,257.5352220874343,251.9206014592013,254.439208984375,42355300
2024-12-30,251.09434735441482,252.35863351915538,249.6210152068174,251.06448364257812,35557500
